आट	+0	1	+	11839642	taro
आठ	+0	4	+	12012667	taro
आण	+0	1	+	11763537	taro
आत	+0	4	+	11756397	taro
आध	+0	2	+	11764078	taro
आनन	+0	1	+	12196666	taro
आप	+0	2	+	11885717	taro
आपत	+0	2	+	11764178	taro
आफ	+0	131	+	11913103	taro
आफन	+0	1	+	11841650	taro
आभ	+0	1	+	12279982	taro
आम	+0	24	+	11925000	taro
आमन	+0	1	+	11763440	taro
आय	+0	7	+	12149897	taro
आयत	+0	1	+	11811993	taro
आयर	+0	4	+	11861934	taro
आर	+0	11	+	12037810	taro
आव	+0	5	+	12012679	taro
आवश	+1	23	+	12054439	taro
आश	+0	14	+	12304993	taro
आसप	+0	1	+	11811857	taro
आह	+0	2	+	11811886	taro
इ	+0	46	+	11919591	taro
इएक	+0	3	+	12051546	taro
इक	+0	6	+	12024534	taro
इकल	+0	16	+	11952796	taro
इङ	+0	4	+	11766349	taro
इच	+0	3	+	12068247	taro
इज	+0	5	+	11938095	taro
इजम	+0	1	+	12291995	taro
इजर	+0	2	+	11814039	taro
इट	+0	15	+	11924480	taro
इटक	+0	1	+	11773595	taro
इड	+0	3	+	11763515	taro
इत	+0	4	+	11919563	taro
इद	+0	5	+	12027438	taro
इन	+1	86	+	11805458	taro
इनन	+0	1	+	12149855	taro
इनम	+0	1	+	11901175	taro
इब	+0	2	+	12027693	taro
इबर	+0	1	+	12051487	taro
इभ	+0	5	+	12037820	taro
इम	+0	2	+	12152762	taro
इय	+0	4	+	12051547	taro
इर	+0	1	+	11814039	taro
इरह	+0	10	+	12149467	taro
इल	+0	27	+	11883817	taro
इस	+0	7	+	11763513	taro
इसक	+0	4	+	12159154	taro
ई	+4	1147	+	12169016	taro
ईक	+0	28	+	11885876	taro
ईद	+0	2	+	11952796	taro
ईन	+0	3	+	12163411	taro
ईप	+0	1	+	12279982	taro
ईम	+0	3	+	7298264	oya163
ईर	+0	1	+	11922242	taro
ईल	+0	87	+	11861390	taro
ईलहर	+0	1	+	12008789	taro
ईवट	+0	4	+	12194633	taro
ईस	+0	17	+	11910442	taro
ईहर	+0	4	+	11890803	taro
उ	+0	161	+	12186626	taro
उक	+0	8	+	11814098	taro
उख	+0	1	+	11845930	taro
उच	+1	7	+	11861779	taro
उछ	+0	11	+	11763565	taro
उज	+0	4	+	11864772	taro
उठ	+0	8	+	11765846	taro
उड	+0	6	+	11885573	taro
उत	+0	19	+	12295228	taro
उथ	+0	1	+	11891147	taro
उद	+0	14	+	12051546	taro
उध	+1	6	+	12307435	taro
-उन	+0	1	+	11831729	taro
उन	+0	319	+	11927359	taro
उनक	+0	33	+	11825652	taro
उनल	+0	45	+	11790947	taro
उपकरण	+0	1	+	11861779	taro
उपच	+0	1	+	11924932	taro
उपत	+0	1	+	11791057	taro
उपन	+0	7	+	11765992	taro
उपनगरक	+0	1	+	11804649	taro
उपय	+0	2	+	12065572	taro
उपलब	+0	1	+	11756383	taro
उपस	+0	2	+	12043162	taro
उपह	+0	8	+	11814055	taro
उब	+0	1	+	11831576	taro
उभ	+0	1	+	12152717	taro
उभर	+0	1	+	12219337	taro
उम	+0	21	+	11924210	taro
उर	+0	4	+	12020355	taro
उल	+0	2	+	11766369	taro
उस	+0	2	+	12194542	taro
उसक	+1	22	+	11924530	taro
उसब	+0	1	+	12307274	taro
उसल	+0	65	+	12198212	taro
उह	+0	71	+	11848625	taro
ऊ	+0	81	+	11790940	taro
ऊस	+0	2	+	12010583	taro
ऋण	+0	3	+	11978018	taro
ऋणम	+0	2	+	11940169	taro
ऋत	+0	3	+	11756454	taro
ए	+0	157	+	11985675	taro
एउट	+0	68	+	11864751	taro
एक	+2	244	+	11890965	taro
एकअर	+0	4	+	11883805	taro
एकजन	+0	2	+	12051666	taro
एकदम	+1	20	+	11844205	taro
एकपटक	+0	4	+	11791016	taro
एकम	+0	2	+	11985674	taro
एछ	+0	1	+	11988883	taro
एटरक	+0	1	+	12149531	taro
एडम	+0	1	+	11831698	taro
एन	+0	41	+	11886479	taro
एनन	+0	6	+	11767981	taro
एब	+0	5	+	11809359	taro
एभर	+0	4	+	11958183	taro
एयरप	+0	2	+	12319780	taro
एर	+1	6	+	12025827	taro
एल	+0	1	+	12065553	taro
एलर	+0	3	+	11848346	taro
एस	+0	2	+	11756380	taro
एसम	+0	1	+	12194630	taro
ओई	+0	1	+	7306416	oya163
ओछ	+0	8	+	11855667	taro
ओट	+0	1	+	11766356	taro
ओठ	+0	1	+	11763825	taro
ओफ	+0	1	+	12020443	taro
ओर	+0	1	+	12024555	taro
ओलम	+0	1	+	12149897	taro
ओह	+0	2	+	12027634	taro
औ	+0	9	+	12024557	taro
औज	+0	1	+	12049503	taro
औषध	+0	4	+	11814050	taro
क	+6	2041	+	12037840	taro
कअप	+0	1	+	11790952	taro
कक	+0	18	+	11811924	taro
कछ	+0	1	+	7995956	Balamax
कट	+0	7	+	12170700	taro
कटहर	+0	1	+	11864707	taro
कठ	+1	4	+	12354025	taro
कड	+0	7	+	11821794	taro
कत	+0	81	+	11973407	taro
कथ	+0	6	+	11773595	taro
कदर	+0	2	+	12007040	taro
कन	+0	23	+	11831711	taro
कप	+0	19	+	12154329	taro
कपड	+1	4	+	12007090	taro
कफ	+0	24	+	11790969	taro
कब	+0	4	+	12148347	taro
कम	+0	26	+	12006913	taro
कमम	+0	1	+	11763439	taro
कमस	+0	1	+	3836149	atulatma
कर	+0	25	+	11756352	taro
करण	+0	1	+	12341968	taro
करणक	+0	1	+	4071940	atulatma
कल	+0	20	+	12027487	taro
कलक	+0	3	+	11864631	taro
कलन	+0	1	+	11861836	taro
कलम	+0	4	+	12326717	taro
कलहर	+0	1	+	11831729	taro
कव	+0	2	+	11963044	taro
कश	+0	1	+	12020424	taro
कष	+0	1	+	12065567	taro
कस	+0	55	+	11864769	taro
कसक	+0	4	+	11804661	taro
कसम	+0	2	+	11876273	taro
कसर	+0	19	+	11858178	taro
कसल	+0	14	+	12056161	taro
कह	+0	122	+	11848369	taro
कहर	+0	1	+	11828361	taro
ख	+2	567	+	11809271	taro
खक	+0	1	+	12332186	taro
खतरन	+0	2	+	11864842	taro
खद	+0	1	+	11890965	taro
खन	+0	14	+	11987353	taro
खबर	+0	1	+	12162347	taro
खबरल	+0	1	+	12027536	taro
खम	+0	1	+	11845935	taro
खर	+0	32	+	12000904	taro
खल	+0	2	+	4268966	Balamax
खस	+0	8	+	11924426	taro
ग	+3	726	+	11883541	taro
गइन	+0	1	+	12006915	taro
गइरह	+0	2	+	11984155	taro
गए	+0	39	+	11919695	taro
गएक	+0	16	+	12182528	taro
गएर	+0	2	+	11839640	taro
गओभर	+0	1	+	11763441	taro
गक	+0	2	+	12068243	taro
गगनच	+0	2	+	12267986	taro
गज	+0	1	+	11767951	taro
गजबक	+0	1	+	11955775	taro
गठनक	+0	1	+	3307643	Malape
गड	+0	1	+	11864839	taro
गडबड	+0	1	+	12054415	taro
गण	+0	5	+	11766435	taro
गत	+0	18	+	12063587	taro
गतक	+0	1	+	11929502	taro
गतम	+0	1	+	7306289	oya163
गद	+0	2	+	11831739	taro
गध	+0	1	+	11913094	taro
गन	+0	2	+	12163780	taro
गम	+0	10	+	11770745	taro
गय	+0	2	+	12084517	taro
गर	+1	695	+	11791035	taro
गल	+0	30	+	11977924	taro
गलत	+0	11	+	11843897	taro
गलब	+0	3	+	12180887	taro
गह	+0	3	+	12047526	taro
गहर	+0	2	+	12219337	taro
घ	+0	34	+	12065753	taro
घट	+0	3	+	11826235	taro
घटन	+0	4	+	11890965	taro
घड	+0	6	+	12049526	taro
घण	+0	12	+	11864743	taro
घन	+0	1	+	11767975	taro
घमण	+0	1	+	12012605	taro
घर	+0	33	+	11766457	taro
घरक	+0	4	+	12039626	taro
घरम	+0	20	+	12035389	taro
घरल	+0	1	+	11811858	taro
घरहर	+0	1	+	11808975	taro
ङ	+0	17	+	12159293	taro
ङक	+0	1	+	11927553	taro
च	+4	624	+	11773157	taro
चक	+1	19	+	11831582	taro
चकचक	+0	1	+	11929430	taro
चकल	+0	1	+	11929533	taro
चङ	+0	3	+	11885573	taro
चजन	+0	1	+	11763443	taro
चढ	+0	13	+	11958209	taro
चत	+0	2	+	11924424	taro
चन	+0	3	+	11876303	taro
चप	+0	3	+	11767975	taro
चपस	+0	1	+	11763505	taro
चफ	+0	1	+	12291995	taro
चब	+0	3	+	12194566	taro
चम	+0	12	+	12041716	taro
चय	+0	3	+	12159304	taro
चर	+0	13	+	11831729	taro
चरक	+0	1	+	12027693	taro
चल	+0	35	+	11763383	taro
चलच	+0	5	+	12054450	taro
चश	+0	1	+	11845772	taro
चह	+0	1	+	11756383	taro
चहर	+0	2	+	12076774	taro
छ	+10	2228	+	11953490	taro
छ-	+0	1	+	11765997	taro
छक	+0	6	+	12049529	taro
छन	+0	218	+	11913010	taro
छर	+0	3	+	11883455	taro
छस	+0	1	+	11804652	taro
ज	+4	477	+	11858341	taro
जग	+0	2	+	11911074	taro
जट	+0	3	+	11844189	taro
जत	+0	17	+	12065576	taro
जध	+0	29	+	11766373	taro
जन	+0	101	+	11883451	taro
जनत	+0	2	+	11919587	taro
जब	+0	9	+	11864764	taro
जबसम	+0	1	+	11814107	taro
जम	+0	12	+	12175362	taro
जय	+0	1	+	12068247	taro
जयल	+0	1	+	12068267	taro
जर	+0	14	+	11764063	taro
जरब	+0	1	+	11861764	taro
जरल	+0	2	+	11766350	taro
जल	+0	2	+	12130413	taro
जलव	+0	2	+	11861779	taro
जव	+0	15	+	11763404	taro
जस	+0	58	+	11943319	taro
जसक	+0	1	+	12049652	taro
जसर	+0	1	+	11805465	taro
जसल	+0	11	+	11828359	taro
जसस	+0	2	+	11805533	taro
जह	+0	3	+	12130419	taro
जहर	+0	6	+	11866386	taro
झ	+0	54	+	11945938	taro
झन	+0	13	+	12170734	taro
झम	+0	1	+	11844216	taro
झर	+0	1	+	11988916	taro
ञ	+0	15	+	11831583	taro
ट	+3	506	+	12056391	taro
टक	+0	10	+	12056046	taro
टन	+0	20	+	12199618	taro
टनक	+0	5	+	12152699	taro
टनब	+0	3	+	11764271	taro
टनम	+0	13	+	11764266	taro
टनल	+0	1	+	12049498	taro
टप	+0	1	+	12041896	taro
टब	+0	3	+	12152705	taro
टबल	+0	6	+	11846172	taro
टबलर	+0	1	+	11785019	taro
टम	+0	450	+	12049617	taro
टमक	+0	68	+	12068053	taro
टमब	+0	3	+	11763393	taro
टमभन	+0	1	+	11791022	taro
टमम	+0	1	+	11885719	taro
टमल	+2	390	+	12330991	taro
टमस	+0	27	+	11756337	taro
टर	+0	43	+	11856444	taro
टरक	+0	2	+	11756402	taro
टरन	+0	2	+	12022181	taro
टरल	+0	2	+	11861897	taro
टरस	+0	5	+	12267989	taro
टल	+0	3	+	12152709	taro
टलम	+0	1	+	12020415	taro
टहर	+0	3	+	11916538	taro
ठ	+1	139	+	11766015	taro
ठक	+0	5	+	11985752	taro
ठकम	+0	3	+	12194499	taro
ठकहर	+0	1	+	11876293	taro
ठत	+0	1	+	11911090	taro
ठम	+0	2	+	11766343	taro
ड	+1	231	+	12051531	taro
डक	+0	5	+	11766378	taro
डच	+0	1	+	11864736	taro
डन	+0	7	+	11985672	taro
डनक	+0	2	+	11790938	taro
डपत	+0	1	+	12148344	taro
डब	+0	7	+	11848373	taro
डम	+0	13	+	12065569	taro
डर	+0	14	+	12152748	taro
डरप	+0	1	+	11756465	taro
डरल	+0	5	+	12020484	taro
डल	+0	2	+	12037836	taro
डलर	+0	2	+	11765872	taro
डलरभन	+0	2	+	11841611	taro
डव	+0	5	+	12152790	taro
डवहर	+0	1	+	12068257	taro
डहर	+0	3	+	11831728	taro
ढ	+0	62	+	11809275	taro
ढकढक	+0	2	+	11864748	taro
ण	+0	48	+	11929476	taro
णक	+0	1	+	11875890	taro
णत	+0	1	+	11756454	taro
णतय	+0	2	+	11919573	taro
णम	+0	2	+	12293688	taro
णय	+0	27	+	11943278	taro
णयम	+0	1	+	11756395	taro
णहर	+0	1	+	11791008	taro
त	+7	1248	+	12262561	taro
तक	+0	15	+	11763517	taro
तकक	+0	1	+	12020484	taro
तकम	+0	1	+	11790947	taro
तकहर	+0	2	+	11767948	taro
तच	+0	1	+	11973427	taro
तझ	+0	1	+	11988916	taro
तटम	+0	1	+	11862039	taro
तत	+0	12	+	11955729	taro
तथ	+0	3	+	12022107	taro
तद	+0	1	+	12319778	taro
तन	+0	9	+	11821426	taro
तप	+0	429	+	11767969	taro
तपईल	+0	1	+	12035432	taro
तब	+0	1	+	11929361	taro
तभर	+0	3	+	11844213	taro
तम	+0	9	+	7306397	oya163
तमल	+0	2	+	7298288	oya163
तय	+0	9	+	11767956	taro
तर	+0	58	+	12263861	taro
तरक	+0	5	+	12051601	taro
तरण	+0	2	+	11970844	taro
तरल	+0	1	+	11861834	taro
तल	+0	16	+	12041729	taro
तलक	+0	1	+	11856586	taro
तलत	+0	1	+	11763870	taro
तलब	+0	2	+	11971168	taro
तलम	+0	2	+	12054626	taro
तलहर	+0	2	+	12199608	taro
तव	+0	4	+	12010836	taro
तवम	+0	5	+	11839636	taro
तस	+0	10	+	12149536	taro
तहर	+0	6	+	12295228	taro
थ	+2	551	+	12194507	taro
थक	+0	3	+	2234725	cjmanders
थकर	+0	4	+	11864746	taro
थग	+0	2	+	12152712	taro
थटब	+0	1	+	11763478	taro
थटबम	+0	1	+	11763474	taro
थन	+0	3	+	12196672	taro
थप	+0	11	+	12054793	taro
थम	+0	4	+	11765874	taro
थर	+0	2	+	12022118	taro
थलम	+0	2	+	12063291	taro
थस	+0	2	+	11906889	taro
द	+5	1006	+	11763939	taro
दक	+0	7	+	11862034	taro
दकक	+0	1	+	11864820	taro
दग	+0	3	+	11913214	taro
दछ	+0	13	+	12130394	taro
दछन	+0	1	+	12180891	taro
दत	+0	33	+	12304993	taro
दतक	+0	1	+	11763900	taro
दथ	+0	1	+	11987394	taro
दद	+0	1	+	11814098	taro
दन	+0	7	+	11924195	taro
दनश	+0	1	+	11987250	taro
दनहर	+0	1	+	11864573	taro
दब	+0	1	+	12008828	taro
दम	+0	2	+	12149950	taro
दय	+0	8	+	12162340	taro
दर	+1	27	+	11846180	taro
दरग	+0	1	+	11845682	taro
दरत	+0	1	+	11764187	taro
दरब	+0	2	+	11848677	taro
दरल	+0	1	+	11767975	taro
दरहर	+0	1	+	11767960	taro
दल	+0	4	+	11756422	taro
दलल	+0	2	+	12272763	taro
दश	+0	3	+	12186623	taro
दस	+0	1	+	11763439	taro
दह	+0	2	+	11885542	taro
दहर	+0	4	+	11831586	taro
ध	+0	294	+	11756325	taro
धक	+0	3	+	11856568	taro
धन	+0	39	+	11945938	taro
धम	+1	5	+	12163780	taro
धर	+0	2	+	11023470	Bnu
धव	+0	1	+	11764004	taro
न	+8	2597	+	12049652	taro
नआउ	+0	1	+	12056373	taro
नआउञ	+0	1	+	12219180	taro
नआउन	+0	1	+	11790941	taro
नक	+1	67	+	12041707	taro
नकर	+0	1	+	12065500	taro
नख	+0	3	+	12049585	taro
नगर	+0	18	+	12194575	taro
नगरप	+0	1	+	11811952	taro
नच	+0	1	+	11831708	taro
नचल	+0	1	+	12022210	taro
नछ	+0	3	+	12229380	taro
नज	+0	17	+	11766397	taro
नजनक	+0	3	+	11831569	taro
नजरम	+0	1	+	11764187	taro
नट	+0	3	+	12051586	taro
नठ	+0	1	+	12149815	taro
नड	+0	2	+	12025849	taro
नडर	+0	1	+	12207100	taro
नत	+0	5	+	11784928	taro
नथ	+0	5	+	11985800	taro
नद	+0	10	+	12152762	taro
नन	+0	47	+	11987349	taro
नप	+0	3	+	11766010	taro
नपर	+0	1	+	11924969	taro
नफ	+0	1	+	11919552	taro
नब	+0	12	+	11814049	taro
नबत	+0	1	+	11790990	taro
नबन	+0	2	+	11756383	taro
नभएक	+0	4	+	12347924	taro
नभएर	+0	2	+	12340316	taro
नभन	+0	9	+	12199573	taro
नभर	+0	4	+	11940956	taro
नम	+0	44	+	11901139	taro
नमक	+0	1	+	12149840	taro
नमन	+0	1	+	11811946	taro
नमस	+0	8	+	11846191	taro
नय	+0	25	+	11883817	taro
नर	+0	24	+	12170735	taro
नरक	+0	1	+	11984034	taro
नरम	+0	1	+	11783070	taro
नरल	+0	1	+	12049542	taro
नल	+0	16	+	12047420	taro
नव	+0	2	+	11856451	taro
नवट	+0	7	+	11825654	taro
नवहर	+0	1	+	12037721	taro
नष	+0	1	+	11945951	taro
नस	+0	6	+	12063291	taro
नसक	+0	4	+	11929417	taro
नह	+0	8	+	12194497	taro
नहर	+0	9	+	12149523	taro
नहरहर	+0	1	+	11767975	taro
प	+2	639	+	11767948	taro
पक	+0	28	+	11766427	taro
पख	+0	1	+	7306258	oya163
पच	+0	1	+	11979211	taro
पछ	+0	27	+	12149832	taro
पट	+0	3	+	12326717	taro
पटक	+0	39	+	12008943	taro
पटप	+0	5	+	12295111	taro
पटर	+0	1	+	11765883	taro
पठ	+0	7	+	11987355	taro
पढ	+0	55	+	11890779	taro
पत	+0	36	+	12198211	taro
पद	+0	6	+	11765874	taro
पदक	+0	1	+	12068257	taro
पदय	+0	2	+	12049641	taro
पन	+0	106	+	11858280	taro
पप	+0	1	+	12149488	taro
पपकर	+0	1	+	11864740	taro
पब	+0	1	+	11766432	taro
पम	+0	11	+	12051616	taro
पय	+0	46	+	11913073	taro
पयल	+0	1	+	12065529	taro
पर	+1	302	+	12163407	taro
परम	+0	2	+	12163542	taro
परव	+0	1	+	12152883	taro
पल	+0	8	+	11861839	taro
पलस	+0	2	+	12152714	taro
पव	+0	1	+	11911143	taro
पवनचक	+0	1	+	11767975	taro
पश	+0	4	+	12151388	taro
पष	+0	9	+	11943317	taro
पस	+0	7	+	11763474	taro
पसल	+0	4	+	12035659	taro
पसलक	+0	2	+	11924210	taro
पसलत	+0	1	+	11856447	taro
पसलम	+0	6	+	11925004	taro
पह	+0	54	+	12008795	taro
फ	+0	217	+	11763404	taro
फक	+0	3	+	11924722	taro
फद	+0	1	+	12152923	taro
फर	+0	22	+	11973398	taro
फरक	+0	5	+	11858194	taro
फल	+0	5	+	11858199	taro
फलक	+0	1	+	11765997	taro
फलफ	+0	2	+	11929508	taro
ब	+4	671	+	11938094	taro
बक	+0	7	+	11984168	taro
बकव	+0	2	+	7306401	oya163
बग	+0	3	+	11756379	taro
बच	+0	34	+	12047503	taro
बचत	+0	2	+	12208734	taro
बज	+0	33	+	12152736	taro
बटन	+0	1	+	12065467	taro
बटर	+0	1	+	12149841	taro
बढ	+0	20	+	11766424	taro
बत	+0	25	+	11790941	taro
बदल	+0	4	+	3663284	taro
बध	+0	2	+	7298191	oya163
बन	+0	100	+	11756346	taro
बपत	+0	2	+	11773171	taro
बब	+0	1	+	7306370	oya163
बभन	+0	1	+	11791022	taro
बर	+0	18	+	11766382	taro
बरम	+0	6	+	11913176	taro
बल	+0	13	+	11911129	taro
बलभद	+0	1	+	11811936	taro
बलम	+0	3	+	12027418	taro
बलल	+0	1	+	11846019	taro
बस	+0	130	+	11805534	taro
बसक	+0	1	+	12035428	taro
बसब	+0	2	+	11804649	taro
-बह	+0	1	+	12065553	taro
बह	+0	15	+	12010596	taro
बहर	+0	9	+	11862035	taro
बहस	+0	1	+	12139130	taro
भ	+1	321	+	11891147	taro
भइन	+0	4	+	12152752	taro
भइरह	+0	4	+	11840281	taro
भइरहन	+0	1	+	11767962	taro
भइसक	+0	2	+	11876249	taro
भए	+0	34	+	11929363	taro
भएक	+0	84	+	11765863	taro
भएजस	+0	1	+	11839633	taro
भएन	+0	2	+	11911069	taro
भएनन	+0	1	+	12084504	taro
भएपछ	+0	7	+	12233183	taro
भएम	+0	1	+	11756422	taro
भएर	+0	3	+	11970867	taro
भक	+0	12	+	11864822	taro
भगव	+0	1	+	11763937	taro
भत	+0	2	+	11784918	taro
भन	+0	287	+	11927547	taro
भय	+0	95	+	12152697	taro
भर	+0	29	+	11913103	taro
भल	+0	1	+	11973447	taro
भव	+0	12	+	12154479	taro
भवत	+0	1	+	11763960	taro
भवन	+0	4	+	4268966	Balamax
भवनहर	+0	1	+	12267986	taro
भस	+0	3	+	11929249	taro
-म	+0	1	+	12014655	taro
म	+5	2405	+	11764227	taro
मक	+0	20	+	12051868	taro
मकर	+0	1	+	12169034	taro
मख	+0	2	+	11756431	taro
मग	+0	2	+	11916538	taro
मङ	+0	2	+	11841608	taro
मच	+0	4	+	12068256	taro
मज	+0	6	+	11939978	taro
मटर	+0	1	+	11970296	taro
मण	+0	3	+	11811928	taro
मत	+0	16	+	12296752	taro
मतक	+0	1	+	11811858	taro
मद	+0	60	+	11770980	taro
मध	+0	14	+	12012666	taro
मन	+0	165	+	12215394	taro
मनपर	+0	29	+	11856615	taro
मप	+0	2	+	11764284	taro
मब	+0	15	+	11938115	taro
मभ	+0	1	+	12296587	taro
मभन	+0	2	+	12182829	taro
मम	+0	21	+	11927363	taro
मय	+0	1	+	11998677	taro
मर	+0	24	+	11970304	taro
मल	+2	391	+	12027474	taro
मस	+0	37	+	11924708	taro
मह	+0	35	+	11811952	taro
महत	+0	9	+	11773152	taro
महर	+0	3	+	11875735	taro
महल	+0	1	+	12002258	taro
महस	+0	6	+	11864756	taro
य	+8	1284	+	11862038	taro
यक	+2	61	+	11984037	taro
यकत	+0	3	+	11919569	taro
यचक	+0	1	+	12010684	taro
यजनक	+0	1	+	11985764	taro
यटक	+0	1	+	11809440	taro
यण	+0	1	+	11811875	taro
यत	+0	55	+	11763483	taro
यतब	+0	2	+	11984036	taro
यतय	+0	8	+	11904129	taro
यथ	+0	1	+	11804658	taro
यद	+0	43	+	11809254	taro
यन	+0	20	+	12163406	taro
यनक	+0	1	+	12163780	taro
यनश	+0	2	+	11765898	taro
यब	+0	1	+	12152752	taro
यबलल	+0	1	+	12068257	taro
यम	+0	18	+	11763525	taro
यमक	+0	1	+	12065555	taro
यमवर	+0	2	+	11764233	taro
यमस	+0	1	+	11946870	taro
ययन	+0	10	+	11848536	taro
यर	+0	22	+	11913072	taro
यल	+0	2	+	11804660	taro
यलल	+0	1	+	11814039	taro
यव	+0	22	+	11835178	taro
यवस	+0	6	+	12068257	taro
यवह	+0	4	+	11901141	taro
यश	+0	1	+	12152968	taro
यस	+0	91	+	12208625	taro
यसक	+0	20	+	11945938	taro
यसपछ	+0	2	+	12207009	taro
यसब	+0	6	+	11943509	taro
यसम	+0	10	+	12007066	taro
यसर	+0	3	+	12008854	taro
यसल	+0	41	+	11788619	taro
यह	+2	120	+	11858202	taro
यहर	+0	2	+	11767958	taro
र	+6	2013	+	12160648	taro
रआम	+0	7	+	11809285	taro
रक	+0	52	+	11987401	taro
रकर	+0	1	+	11765850	taro
रगत	+0	2	+	3836161	atulatma
रगतम	+0	1	+	11790955	taro
रङ	+0	2	+	11856615	taro
रङक	+0	1	+	12168976	taro
रच	+0	3	+	12027543	taro
रचन	+0	2	+	12068267	taro
रण	+1	7	+	12355828	taro
रणम	+0	3	+	11791049	taro
रणल	+0	1	+	11985780	taro
रत	+0	35	+	11943319	taro
रतक	+0	1	+	11766009	taro
रतम	+0	1	+	12065532	taro
रद	+0	5	+	11984168	taro
रदशन	+0	1	+	11864735	taro
रध	+0	1	+	11811946	taro
रन	+0	1	+	11925001	taro
रप	+0	1	+	11901174	taro
रपत	+0	1	+	11766376	taro
रब	+0	13	+	11811875	taro
रबन	+0	1	+	11839638	taro
रभ	+0	8	+	11773147	taro
रभर	+0	2	+	11841610	taro
रम	+0	59	+	11764243	taro
रमण	+0	6	+	12180891	taro
रमणक	+0	2	+	11973633	taro
रमम	+0	2	+	12068258	taro
रमर	+0	1	+	12168978	taro
रय	+0	33	+	11841984	taro
रर	+0	8	+	11843784	taro
रल	+0	12	+	11840295	taro
रव	+0	1	+	12065316	taro
रश	+0	19	+	11765896	taro
रष	+0	4	+	11805476	taro
रस	+0	17	+	11766364	taro
रसम	+0	3	+	12152749	taro
रह	+0	99	+	11855681	taro
रहन	+0	12	+	11927651	taro
रहर	+0	14	+	11970844	taro
ल	+3	1690	+	11840283	taro
लक	+0	29	+	11855946	taro
लखबर	+0	1	+	9489392	Shakyamuni
लग	+0	37	+	12204277	taro
लगभग	+0	8	+	11767947	taro
लगर	+0	2	+	11840312	taro
लङ	+0	1	+	11864839	taro
लज	+0	2	+	11764038	taro
लड	+0	3	+	11763922	taro
लढ	+0	1	+	11791089	taro
लतम	+0	2	+	11831577	taro
लन	+0	10	+	11766349	taro
लनस	+0	6	+	12047509	taro
लफ	+0	1	+	11924480	taro
लब	+0	7	+	7305936	oya163
लबक	+0	1	+	12163800	taro
लबम	+0	1	+	11764230	taro
लबस	+0	1	+	12056152	taro
लभ	+0	1	+	11809258	taro
लभन	+0	1	+	11811866	taro
लम	+0	37	+	11804673	taro
लय	+0	9	+	11804649	taro
लयक	+0	3	+	12054448	taro
लयब	+0	1	+	12307435	taro
लयम	+0	9	+	12175325	taro
लल	+0	1	+	12152923	taro
लस	+0	2	+	12199567	taro
लहर	+0	8	+	11809296	taro
व	+1	332	+	12010599	taro
