કશ	+0	2	+	6171294	Rav
કહ	+0	3	+	6171287	Rav
ખ	+0	24	+	3570653	deejeypatel
ખત	+0	1	+	6171300	Rav
ખબર	+0	1	+	6171289	Rav
ખર	+0	1	+	5721780	Rav
ખવ	+0	5	+	5680908	Rav
ગ	+0	12	+	5683574	Rav
ગણ	+0	1	+	6171279	Rav
ગણતર	+0	1	+	5683588	Rav
ગધ	+0	1	+	3570684	deejeypatel
ગમત	+0	1	+	5688485	Rav
ગય	+0	9	+	6171289	Rav
ગર	+0	2	+	3570667	deejeypatel
ગલ	+0	1	+	6171298	Rav
ઘ	+0	3	+	5721832	Rav
ઘણ	+0	2	+	6171258	Rav
ઘર	+0	3	+	3570659	deejeypatel
ઘરન	+0	2	+	5680880	Rav
ઘરમ	+0	1	+	6171271	Rav
ઘળ	+0	1	+	5683587	Rav
ચ	+0	13	+	3242698	Rav
ચટ	+0	1	+	5688557	Rav
છ	+0	85	+	5721833	Rav
છળ	+0	3	+	6171972	Rav
જ	+0	23	+	3238310	Rav
જગ	+0	3	+	6171985	Rav
જન	+0	1	+	5680876	Rav
જર	+0	8	+	6171258	Rav
જવ	+0	4	+	6171262	Rav
ઝ	+0	1	+	3186323	Rav
ઝડપ	+0	1	+	5721814	Rav
ટ	+0	25	+	5683503	Rav
ટન	+0	2	+	3268750	Rav
ટનગર	+0	1	+	3238316	Rav
ટલ	+0	2	+	3238184	Rav
ઠ	+0	1	+	6171974	Rav
ડ	+0	16	+	3242684	Rav
ણ	+0	19	+	6171271	Rav
ણવ	+0	2	+	6171271	Rav
ણસ	+0	1	+	5688530	Rav
ત	+0	65	+	5683509	Rav
તચ	+0	1	+	5680908	Rav
તડક	+0	1	+	6171972	Rav
તન	+0	7	+	3244338	Rav
તમ	+0	7	+	6171281	Rav
તર	+0	3	+	3238337	Rav
થ	+0	16	+	6171279	Rav
થઇ	+0	1	+	5683574	Rav
થઈ	+0	1	+	6171975	Rav
થત	+0	1	+	6171973	Rav
થય	+0	3	+	6171279	Rav
દ	+0	17	+	6171971	Rav
દન	+0	5	+	6171975	Rav
દમ	+0	1	+	5721793	Rav
દર	+0	2	+	5721798	Rav
દળ	+0	2	+	6171972	Rav
દસ	+0	3	+	3238178	Rav
ધ	+0	8	+	6171971	Rav
ધરત	+0	2	+	3570664	deejeypatel
ધળ	+0	1	+	5683599	Rav
ધવ	+0	1	+	6171987	Rav
ન	+0	61	+	6171287	Rav
નજ	+0	2	+	3570653	deejeypatel
નથ	+0	17	+	6171987	Rav
નન	+0	6	+	6171981	Rav
નર	+0	1	+	3242680	Rav
નવ	+0	3	+	3238179	rOhit
નહ	+0	4	+	5683599	Rav
પ	+0	39	+	4639431	pinkmoon
પક	+0	1	+	3242672	Rav
પચ	+0	1	+	3242698	Rav
પછ	+0	1	+	6171971	Rav
પડત	+0	1	+	5688536	Rav
પણ	+0	2	+	6171300	Rav
પન	+0	1	+	5680869	Rav
પર	+0	1	+	6171279	Rav
પરણ	+0	1	+	6172008	Rav
પવન	+0	1	+	6171974	Rav
ફ	+0	2	+	5683528	Rav
ફર	+0	2	+	5683540	Rav
બ	+0	22	+	4639431	pinkmoon
બઈ	+0	1	+	3238316	Rav
બઉ	+0	1	+	5721820	Rav
બચ	+0	4	+	6171979	Rav
બધ	+0	1	+	6171983	Rav
બન	+0	4	+	5680876	Rav
બર	+0	2	+	5688549	Rav
બલ	+0	1	+	3570668	deejeypatel
બહ	+0	5	+	6171981	Rav
ભ	+0	18	+	6171319	Rav
ભણતર	+0	1	+	5683588	Rav
ભત	+0	3	+	6171317	Rav
ભર	+0	4	+	6171265	Rav
ભળ	+0	1	+	5721805	Rav
ભવ	+0	1	+	3186031	Rav
મ	+0	63	+	5680900	Rav
મડ	+0	1	+	6171262	Rav
મન	+0	6	+	3570668	deejeypatel
મળ	+0	1	+	6171291	Rav
મશ	+0	1	+	6171311	Rav
મસક	+0	1	+	5688479	Rav
મહ	+0	2	+	3238316	Rav
મહત	+0	1	+	6171299	Rav
ય	+0	51	+	3242681	Rav
યન	+0	2	+	3238316	Rav
યસ	+0	2	+	3238168	Rav
ર	+0	79	+	3268750	Rav
રક	+0	1	+	5688467	Rav
રણ	+0	9	+	6172008	Rav
રતન	+0	3	+	3238313	Rav
રથમ	+0	2	+	3238310	Rav
રધ	+0	2	+	3238313	Rav
રન	+0	2	+	6171271	Rav
રપત	+0	1	+	3238310	Rav
રફ	+0	1	+	5683528	Rav
રભ	+0	1	+	6171275	Rav
રમ	+0	1	+	6171271	Rav
રષ	+0	1	+	5683574	Rav
રસ	+0	4	+	6171262	Rav
રહ	+0	5	+	3570684	deejeypatel
રહય	+0	1	+	6171973	Rav
રહસ	+0	1	+	5680935	Rav
લ	+0	16	+	6171980	Rav
લખવ	+0	1	+	5680905	Rav
લગ	+0	2	+	5680925	Rav
લત	+0	1	+	5683577	Rav
લય	+0	1	+	3268836	Rav
ળ	+0	4	+	3268834	Rav
ળવણ	+0	1	+	6171279	Rav
વ	+0	34	+	5680869	Rav
વડ	+0	2	+	3238313	Rav
વથ	+0	1	+	6171984	Rav
વધ	+0	2	+	6171310	Rav
વન	+0	2	+	6171299	Rav
વભ	+0	1	+	6171984	Rav
વર	+0	5	+	5680900	Rav
વરણન	+0	1	+	6171279	Rav
વરસ	+0	6	+	6171258	Rav
વવ	+0	4	+	6171978	Rav
વસ	+0	1	+	6171982	Rav
વહ	+0	1	+	3570684	deejeypatel
શ	+0	25	+	5685977	Rav
શક	+0	2	+	3238181	Rav
શન	+0	1	+	6171275	Rav
શહ	+0	3	+	6171270	Rav
ષ	+0	13	+	3238316	Rav
ષણ	+0	2	+	6171275	Rav
ષથ	+0	1	+	6172008	Rav
ષર	+0	1	+	5688549	Rav
સ	+0	37	+	6171977	Rav
સન	+0	1	+	5683603	Rav
સમ	+0	1	+	3774254	Rav
સમજ	+0	1	+	6171985	Rav
સમજત	+0	1	+	3184226	Rav
સમય	+0	1	+	5680940	Rav
સરખ	+0	1	+	6171983	Rav
સરન	+0	1	+	3570684	deejeypatel
સરળ	+0	1	+	6171296	Rav
સવ	+0	1	+	5688536	Rav
સહ	+0	1	+	6171977	Rav
હ	+0	39	+	5688485	Rav
હજ	+0	1	+	6171972	Rav
હત	+0	10	+	6171292	Rav
હન	+0	1	+	3570653	deejeypatel
હર	+0	1	+	3238313	Rav
હરલ	+0	1	+	3238313	Rav
હવ	+0	2	+	6171973	Rav
હસ	+0	1	+	5721811	Rav
