ሄዘር	+0	1	+	10853385	\N
ህሉው	+0	1	+	10830659	\N
ህላዌኡ	+0	1	+	10840680	\N
ህሞት	+0	1	+	10895719	\N
ህርመት	+0	1	+	10858794	\N
ህርኩት	+0	1	+	10884346	\N
ህበይ	+0	3	+	10898105	\N
ህቡባት	+0	1	+	10833645	\N
ህቡብ	+0	3	+	10850499	\N
ህቡብነቶም	+0	1	+	10833645	\N
ህብብቲ	+0	1	+	10850498	\N
ህቦብላ	+0	2	+	10872807	\N
ህንዲ	+0	3	+	10881126	\N
ህንዳዊ	+0	1	+	10848443	\N
ህንዳዊት	+0	1	+	10898164	\N
ህንዳውያን	+0	1	+	10895709	\N
ህንጡይነት	+0	1	+	10877923	\N
ህንጡይን	+0	1	+	10865932	\N
ህንጥዩነት	+0	3	+	10883969	\N
ህንጸት	+0	1	+	10853309	\N
ህንጻ	+0	21	+	10863542	\N
ህንጻታት	+0	1	+	10855972	\N
ህንጻታትን	+0	1	+	10826698	\N
ህንጻ'ዚ	+0	1	+	10889382	\N
ህወከት	+0	1	+	10833453	\N
ህዋ	+0	2	+	10868821	\N
ህዋሳት	+0	1	+	10842409	\N
ህዝቢ	+0	17	+	10820601	\N
ህዝባዊ	+0	3	+	10830840	\N
ህዝባውን	+0	1	+	10815838	\N
ህዝብን	+0	1	+	10858997	\N
ህዩስተን	+0	1	+	10858707	\N
ህያባት	+0	4	+	10811934	\N
ህያብ	+0	9	+	10811934	\N
ህያብ-በዓል	+0	1	+	10815748	\N
ህያው	+0	1	+	10875392	\N
ህይወተይ	+0	1	+	10872672	\N
ህይወቱ	+0	2	+	10837902	\N
ህይወታ	+0	1	+	10853385	\N
ህይወት	+0	17	+	10858470	\N
ህይወትና	+0	1	+	10818887	\N
ህይወትን	+0	1	+	10833467	\N
ህይወትካ	+0	4	+	10837410	\N
ህይወት'ዩ	+0	1	+	10842301	\N
ህይወቶም	+0	1	+	10825411	\N
ህይወቶምን	+0	1	+	10881218	\N
ህዱኣትን	+0	1	+	10880634	\N
ህዱእን	+0	1	+	10866047	\N
ህድኣትን	+0	1	+	10896381	\N
ህድእ	+0	3	+	10889518	\N
ህጹጽ	+0	7	+	10855589	\N
ህጻናት	+0	2	+	10818724	\N
ህጻን	+0	1	+	10818729	\N
ሆላንዳውያን	+0	2	+	10813396	\N
ሆላንድ	+0	1	+	10898182	\N
ሆልምስ	+0	1	+	10886251	\N
ሆልምዝ	+0	1	+	10895719	\N
ሆመር	+0	1	+	10875026	\N
ሆስፒታላት	+0	1	+	10821514	\N
ሆስፒታል	+0	3	+	10881058	\N
ሆቴል	+0	7	+	10878001	\N
ሆንግ	+0	1	+	10811398	\N
ሆኪ	+0	1	+	10826740	\N
ለሚነዮ	+0	1	+	10835150	\N
ለሚን	+0	1	+	10875290	\N
ለሚዱ	+0	2	+	10840198	\N
ለሚድካዮ	+0	1	+	10815678	\N
ለቒቑ	+0	1	+	10831571	\N
ለቒቓ	+0	1	+	10886551	\N
ለቒቕኩም	+0	1	+	10845391	\N
ለቓሕ	+0	2	+	10825496	\N
ለቢሱ	+0	1	+	10869029	\N
ለቢሳቶ	+0	1	+	10824778	\N
ለና	+0	1	+	10843124	\N
ለንደን	+0	11	+	10807292	\N
ለከልብ	+0	1	+	7779193	dagnaq
ለወሃትን	+0	1	+	10853186	\N
ለዋሃት	+0	1	+	10852957	\N
ለዋህ	+0	3	+	10807582	\N
ለውሃትካ	+0	1	+	10858551	\N
ለውጢ	+0	4	+	10818636	\N
ለውጥታት	+0	1	+	10811596	\N
ለይቲ	+0	14	+	10837399	\N
ለይቲ'ዩ	+0	1	+	10863431	\N
ለይትን	+0	1	+	10837388	\N
ለይዘር	+0	1	+	10869453	\N
ለጋስ	+0	1	+	10889524	\N
ሉሕ	+0	1	+	10855775	\N
ሉሲ	+0	1	+	10896351	\N
ሉስሉስ	+0	1	+	10815783	\N
ሉክ	+0	1	+	10856009	\N
ሉዊ	+0	1	+	10807343	\N
ሉዊስ	+0	1	+	10827737	\N
ሊ	+0	2	+	10827756	\N
ሊሊ	+0	1	+	10807348	\N
ሊላ	+0	1	+	10878280	\N
ሊሳ	+0	1	+	10880527	\N
ሊቃውንቲ	+0	1	+	10863478	\N
ሊንከልን	+0	1	+	10833906	\N
ሊንከን	+0	1	+	10826913	\N
ሊንክ	+0	2	+	10863639	\N
ሊንኮልን	+0	2	+	10833910	\N
ሊንዳ	+0	6	+	10869192	\N
ሊንዳን	+0	3	+	10869032	\N
ሊዝ	+0	1	+	10807359	\N
ሊዮ	+0	1	+	10807333	\N
ሊግ	+0	1	+	10850083	\N
ሊፒስቲክ	+0	1	+	10852794	\N
ላሃጃ	+0	1	+	10881231	\N
ላሕኲ	+0	1	+	10863744	\N
ላማት	+0	1	+	10842389	\N
ላም	+0	2	+	10813918	\N
ላምባዲና	+0	1	+	10863382	\N
ላስ	+0	1	+	10880809	\N
ላባራቶሪ	+0	1	+	10877680	\N
ላቦራቶርን	+0	1	+	10855140	\N
ላቫንዲኖ	+0	1	+	10837529	\N
ላቲን	+0	2	+	10847812	\N
ላዕለዋይ	+0	6	+	10807151	\N
ላዕለዎት	+0	1	+	10842178	\N
ላዕሊ	+0	3	+	10831370	\N
ላዕላይ	+0	1	+	10814273	\N
ላዕልን	+0	1	+	10825234	\N
ላግጺ	+0	1	+	10892299	\N
ሌተናንት	+0	1	+	10850598	\N
ሌንስ	+0	1	+	10886959	\N
ል	+0	1	+	10811292	\N
ልሙድ	+0	8	+	10835529	\N
ልሙጽ	+0	1	+	10892009	\N
ልማደይ	+0	1	+	10831488	\N
ልምምድ	+0	3	+	10818778	\N
ልምዲ	+0	2	+	10875525	\N
ልስሉስ	+0	1	+	10831370	\N
ልቓሕ	+0	1	+	10831000	\N
ልበወለዳዊ	+0	1	+	10886281	\N
ልበይ	+0	4	+	10888808	\N
ልቡ	+0	2	+	10898399	\N
ልቢ	+0	5	+	10835640	\N
ልባ	+0	1	+	10835364	\N
ልባትናን	+0	1	+	10858246	\N
ልብ	+0	1	+	10821180	\N
ልብታት	+0	1	+	10853652	\N
ልብን	+0	1	+	10880355	\N
ልብኻ	+0	1	+	10811662	\N
ልብወለዳዊት	+0	2	+	10840173	\N
ልብወለዳውያን	+0	1	+	10820954	\N
ልኡል	+0	2	+	10884472	\N
ልኡልን	+0	1	+	10853296	\N
ልኢኸዮ	+0	1	+	10884550	\N
ልኢኹ	+0	1	+	10811775	\N
ልኢኹልካ	+0	1	+	10868928	\N
ልእልቲ	+0	7	+	10872910	\N
ልክዕ	+0	26	+	10877444	\N
ልዑል	+0	8	+	10893851	\N
ልዕለይ	+0	2	+	10891537	\N
ልዕሊ	+0	30	+	10811533	\N
ልዕሊ'ቲ	+0	3	+	10837529	\N
ልዕሊ'ቶም	+0	1	+	10866441	\N
ልዕሊኡ	+0	1	+	10824984	\N
ልዕሌና'የን	+0	1	+	10875392	\N
ልዕሌኻ	+0	2	+	10869383	\N
ልዕሌኻ'ያ	+0	1	+	10869383	\N
ልዕልቲ	+0	3	+	10884462	\N
ልደቱ	+0	1	+	10833457	\N
ልደታ	+0	1	+	10816233	\N
ልደት	+0	8	+	10811877	\N
ልጓም	+0	3	+	10853320	\N
ሎላ	+0	1	+	10807317	\N
ሎሚ	+0	41	+	10880458	\N
ሎም	+0	1	+	10815995	\N
ሎስ	+0	5	+	10887163	\N
ሎብስተር	+0	1	+	10837785	\N
ሎተሪ	+0	1	+	10811946	\N
ሎንደን	+0	6	+	10825265	\N
ሐጂ	+0	1	+	10875583	\N
ሑጻ	+0	3	+	10891981	\N
ሒዘ	+0	2	+	10891534	\N
ሒዘያ	+0	1	+	10866934	\N
ሒዙ	+0	5	+	10821234	\N
ሒዙካ	+0	1	+	10889491	\N
ሒዛ	+0	2	+	10820731	\N
ሒዝናልካ	+0	1	+	10863298	\N
ሒዝካ	+0	1	+	10889750	\N
ሒዞም	+0	1	+	10842723	\N
ሒደት	+0	4	+	10888990	\N
ሓለቓ	+0	6	+	10807280	\N
ሓለቓኦም	+0	1	+	10878050	\N
ሓለዋ	+0	6	+	10866502	\N
ሓለውቲ	+0	4	+	10824526	\N
ሓለፈ	+0	1	+	10877561	\N
ሓለፍቲ	+0	1	+	10842178	\N
ሓለፍነት	+0	1	+	10831091	\N
ሓሊመ	+0	1	+	10863867	\N
ሓሊና	+0	1	+	10848598	\N
ሓሊናዮ	+0	1	+	10886217	\N
ሓሊፉ	+0	1	+	10811992	\N
ሓሊፋ	+0	1	+	10809270	\N
ሓሊፋትኒ	+0	1	+	10896055	\N
ሓላዊ	+0	2	+	10884429	\N
ሓላፊ	+0	2	+	10837705	\N
ሓላፍነተይ	+0	1	+	10827158	\N
ሓላፍነታውን	+0	1	+	10853341	\N
ሓላፍነት	+0	4	+	10804716	\N
ሓላፍየይ	+0	1	+	10833304	\N
ሓልዮት	+0	1	+	10893734	\N
ሓሓሊፈ	+0	1	+	10892051	\N
ሓሓንቲ	+0	1	+	10830598	\N
ሓመድ	+0	2	+	10830862	\N
ሓሙስ	+0	1	+	10804699	\N
ሓሙሽተ	+0	41	+	10833304	\N
ሓሙሽተን	+0	3	+	10839763	\N
ሓሙኽሽቲ	+0	2	+	10811885	\N
ሓሙኽሽታይ	+0	2	+	10830613	\N
ሓሚማ	+0	1	+	10807356	\N
ሓምለ	+0	2	+	10814236	\N
ሓምለን	+0	1	+	10896547	\N
ሓምላይ	+0	2	+	10812048	\N
ሓምላይን	+0	1	+	10809371	\N
ሓምሳ	+0	8	+	10877866	\N
ሓምሳን	+0	3	+	10898527	\N
ሓምሻይ	+0	1	+	10807308	\N
ሓረስታይ	+0	1	+	10831382	\N
ሓረስቶስ	+0	1	+	10848150	\N
ሓሪሩ	+0	1	+	10814221	\N
ሓሪቁ	+0	1	+	10898301	\N
ሓሪጭ	+0	1	+	10853399	\N
ሓራ	+0	1	+	10866064	\N
ሓራዲ	+0	1	+	10813542	\N
ሓርማዝ	+0	1	+	10842285	\N
ሓርነትን	+0	1	+	10866485	\N
ሓርፋፍ	+0	3	+	10813753	\N
ሓሰማ	+0	3	+	10896468	\N
ሓሲበ	+0	1	+	10845391	\N
ሓሲበዮ	+0	1	+	10891537	\N
ሓሲባ	+0	1	+	10838099	\N
ሓሲብና	+0	1	+	10809341	\N
ሓሲብካ	+0	2	+	10896264	\N
ሓሲብካ'ዶ	+0	1	+	10891719	\N
ሓሳማታት	+0	1	+	10880413	\N
ሓሳቡ	+0	1	+	10845500	\N
ሓሳባተይ	+0	1	+	10875102	\N
ሓሳባተይን	+0	1	+	10872970	\N
ሓሳባት	+0	7	+	10824732	\N
ሓሳብ	+0	13	+	10865889	\N
ሓሳብ'ዩ	+0	1	+	10831358	\N
ሓሳብ'ዮም	+0	1	+	10891460	\N
ሓሳዊ	+0	2	+	10877815	\N
ሓስዩ	+0	1	+	10807356	\N
ሓስያትኒ	+0	1	+	10845124	\N
ሓሶት	+0	6	+	10893582	\N
ሓሺሽ	+0	5	+	10835423	\N
ሓሽሽ	+0	2	+	10840198	\N
ሓቀኛ	+0	9	+	10891692	\N
ሓቀይ	+0	1	+	10863601	\N
ሓቀይ'ዶ	+0	10	+	10855829	\N
ሓቂ	+0	25	+	10818497	\N
ሓቅታት	+0	1	+	10820618	\N
ሓቅነቱ	+0	2	+	10850886	\N
ሓቅኻ	+0	1	+	10825431	\N
ሓቐኛ	+0	1	+	10833420	\N
ሓበራዊ	+0	3	+	10872037	\N
ሓበሬታ	+0	29	+	10820887	\N
ሓበን	+0	1	+	10866316	\N
ሓቢሩ	+0	1	+	10894277	\N
ሓቢሩኒ	+0	1	+	10831341	\N
ሓቢራ	+0	2	+	10877964	\N
ሓቢራትኒ	+0	1	+	10815827	\N
ሓቢርዋ	+0	1	+	10818565	\N
ሓቢርዎም	+0	1	+	10807599	\N
ሓቢሮሙኻ	+0	1	+	10895661	\N
ሓቢሮም	+0	2	+	10894570	\N
ሓባር	+0	1	+	10859061	\N
ሓብር	+0	1	+	10819053	\N
ሓብተይ	+0	3	+	10855252	\N
ሓብቱ	+0	1	+	10842549	\N
ሓብቲ	+0	1	+	10835228	\N
ሓብታ	+0	2	+	10869696	\N
ሓቦ	+0	1	+	10826694	\N
ሓተላ	+0	1	+	10878418	\N
ሓተተ	+0	1	+	10853323	\N
ሓተትኩዋ	+0	1	+	10831460	\N
ሓተቶ	+0	1	+	10891520	\N
ሓቲማ	+0	1	+	10812029	\N
ሓቲተዮ	+0	2	+	10875116	\N
ሓቲቱ	+0	1	+	10840577	\N
ሓቲቱኒ	+0	2	+	10853143	\N
ሓቲቱዋ	+0	1	+	10814305	\N
ሓቲታትኒ	+0	1	+	10875021	\N
ሓቲታቶ	+0	2	+	10835331	\N
ሓቲትካ	+0	1	+	10812041	\N
ሓቲትዎ	+0	2	+	10898378	\N
ሓቲትዎም	+0	1	+	10869010	\N
ሓቲቶሙዎ	+0	1	+	10820940	\N
ሓንሳብ	+0	1	+	10815917	\N
ሓንሳእ	+0	3	+	10863622	\N
ሓንሳእዶ	+0	1	+	10869103	\N
ሓንቲ	+0	54	+	10824732	\N
ሓንኳል	+0	1	+	10880748	\N
ሓንጎለይ	+0	2	+	10826668	\N
ሓንጎሉ	+0	1	+	10809480	\N
ሓንጎል	+0	2	+	10820782	\N
ሓንጐል	+0	2	+	10853292	\N
ሓኪም	+0	7	+	10837673	\N
ሓካይምን	+0	1	+	10820782	\N
ሓኾርካ	+0	1	+	10825475	\N
ሓወልቲ	+0	1	+	10840031	\N
ሓወቦይ	+0	3	+	10880339	\N
ሓወይ	+0	3	+	10888832	\N
ሓዉ	+0	2	+	10894090	\N
ሓዊ	+0	7	+	10845839	\N
ሓዊስካ	+0	1	+	10891669	\N
ሓዋ	+0	2	+	10884346	\N
ሓዋዊሳቶ	+0	1	+	10881154	\N
ሓው	+0	2	+	10840432	\N
ሓውሰሉ	+0	1	+	10891569	\N
ሓውሲ-ከተማ	+0	1	+	10811356	\N
ሓውቦይ	+0	1	+	10863871	\N
ሓውን	+0	2	+	10837907	\N
ሓውኻ	+0	1	+	10830681	\N
ሓዘ	+0	2	+	10809174	\N
ሓዘና	+0	1	+	10853405	\N
ሓዘን	+0	4	+	10824890	\N
ሓዚኑ	+0	1	+	10869037	\N
ሓዚእና	+0	1	+	10804734	\N
ሓዛእካልና	+0	1	+	10804702	\N
ሓዝ	+0	2	+	10852809	\N
ሓዝዎ	+0	1	+	10818916	\N
ሓያላት	+0	5	+	10826865	\N
ሓያል	+0	9	+	10852969	\N
ሓያልን	+0	1	+	10866436	\N
ሓያሎ	+0	4	+	10853372	\N
ሓይሉ	+0	1	+	10855990	\N
ሓይሊ	+0	23	+	10833780	\N
ሓይሊታት	+0	1	+	10850598	\N
ሓይልታት	+0	4	+	10843068	\N
ሓደ	+0	124	+	10866426	\N
ሓደ-ሓደ	+0	3	+	10818968	\N
ሓደሓደ	+0	2	+	10886887	\N
ሓደራ	+0	1	+	10814287	\N
ሓደራታትካ	+0	1	+	10891776	\N
ሓደስቲ	+0	1	+	10807373	\N
ሓደሽቲ	+0	1	+	10839838	\N
ሓደን	+0	1	+	10898554	\N
ሓደ'ዩ	+0	1	+	10888935	\N
ሓደገኛ	+0	21	+	10853556	\N
ሓደገኛታት	+0	2	+	10835296	\N
ሓደገኛን	+0	2	+	10809532	\N
ሓደጋ	+0	18	+	10863652	\N
ሓደጋታት	+0	1	+	10869203	\N
ሓደጋ'ዚ	+0	1	+	10852887	\N
ሓዲ	+0	1	+	10866473	\N
ሓዲረ	+0	1	+	10863588	\N
ሓዲሩ	+0	3	+	10881285	\N
ሓዲርና	+0	2	+	10889021	\N
ሓዲገ	+0	1	+	10872200	\N
ሓዲጋቶ	+0	1	+	10807137	\N
ሓዲግ	+0	1	+	10845681	\N
ሓዲግናዮ	+0	1	+	10814314	\N
ሓዳር	+0	3	+	10815755	\N
ሓዳሮም	+0	1	+	10884315	\N
ሓዳስ	+0	3	+	10872056	\N
ሓዳሽ	+0	1	+	10815987	\N
ሓድ	+0	2	+	10881239	\N
ሓድሓደ	+0	2	+	10818205	\N
ሓድሕድኩም	+0	1	+	10852954	\N
ሓድሽ	+0	31	+	10804590	\N
ሓገዛት	+0	2	+	10818160	\N
ሓገዝ	+0	6	+	10866003	\N
ሓገዝካ	+0	2	+	10881024	\N
ሓጊዙዎምን	+0	1	+	10821514	\N
ሓጋዚ	+0	2	+	10845240	\N
ሓጋዚት	+0	1	+	10811752	\N
ሓጋይ	+0	13	+	10807233	\N
ሓጋይ'ውን	+0	1	+	10880634	\N
ሓጎሰካ	+0	1	+	10815892	\N
ሓጎሰይ	+0	1	+	10853232	\N
ሓጎስ	+0	8	+	10848400	\N
ሓጐሰካ	+0	1	+	10837826	\N
ሓጐስ	+0	7	+	10889578	\N
ሓጐስን	+0	1	+	10853186	\N
ሓጢኣት	+0	1	+	10869519	\N
ሓጸርቲ	+0	2	+	10852737	\N
ሓጺር	+0	9	+	10838201	\N
ሓጺናት	+0	1	+	10804680	\N
ሓጺንን	+0	1	+	10839724	\N
ሓጻር	+0	1	+	10830613	\N
ሓጻቢት	+0	2	+	10889634	\N
ሓፈሻዊ	+0	1	+	10826713	\N
ሓፊረ	+0	1	+	10804695	\N
ሓፋራት	+0	1	+	10872457	\N
ሓፋር	+0	1	+	10869612	\N
ሓፋሽ	+0	1	+	10818309	\N
ሓፍ	+0	1	+	10894494	\N
ሓፍተይ	+0	1	+	10816100	\N
ሕሉፍ	+0	1	+	10811992	\N
ሕልሚ	+0	3	+	10813672	\N
ሕልምታት	+0	5	+	10880809	\N
ሕልና	+0	1	+	10835185	\N
ሕልናኻን	+0	1	+	10875005	\N
ሕልናይ	+0	1	+	10896241	\N
ሕልኽላኽ	+0	1	+	10872166	\N
ሕሙማት	+0	3	+	10837483	\N
ሕሙም	+0	5	+	10842828	\N
ሕማማ	+0	1	+	10825061	\N
ሕማማት	+0	1	+	10812056	\N
ሕማም	+0	8	+	10833666	\N
ሕማም'ቲ	+0	1	+	10827274	\N
ሕማም'ዚ	+0	1	+	10807373	\N
ሕማቓት	+0	1	+	10868861	\N
ሕማቕ	+0	19	+	10896503	\N
ሕማቕ-ባህሪ	+0	1	+	10853186	\N
ሕራይ	+0	3	+	10826740	\N
ሕርሲ	+0	1	+	10884023	\N
ሕርሻ	+0	2	+	10898538	\N
ሕርሻኡ	+0	1	+	10804781	\N
ሕርቃን	+0	1	+	10884215	\N
ሕርናኸ	+0	1	+	10872105	\N
ሕሰብ	+0	2	+	10872043	\N
ሕሱር	+0	3	+	10811162	\N
ሕሳባት	+0	1	+	10877699	\N
ሕሳብ	+0	3	+	10813718	\N
ሕሳብ'ዚ	+0	1	+	10815857	\N
ሕሹኽ	+0	1	+	10855829	\N
ሕሹኽሹኽ	+0	1	+	10855606	\N
ሕቖ	+0	1	+	10855200	\N
ሕቖኡ	+0	1	+	10848166	\N
ሕበጥ	+0	1	+	10835161	\N
ሕቡራት	+0	60	+	10898373	\N
ሕብረተ	+0	2	+	10877548	\N
ሕብረተሰብ	+0	5	+	10855792	\N
ሕብረት	+0	5	+	10868802	\N
ሕብረትን	+0	1	+	10855858	\N
ሕብረን	+0	1	+	10812048	\N
ሕብሩ	+0	1	+	10833252	\N
ሕብሪ	+0	10	+	10888846	\N
ሕብሪን	+0	1	+	10819053	\N
ሕብራ	+0	1	+	10866985	\N
ሕብራት	+0	1	+	10814302	\N
ሕብርታት	+0	2	+	10811254	\N
ሕብስቲ	+0	6	+	10809258	\N
ሕብስትን	+0	1	+	10891824	\N
ሕተታ	+0	1	+	10818193	\N
ሕቶ	+0	9	+	10809089	\N
ሕቶታት	+0	2	+	10875408	\N
ሕቶ-ዋሕስ	+0	1	+	10874909	\N
ሕነ	+0	3	+	10840487	\N
ሕንጊድ	+0	1	+	10804605	\N
ሕንጣጥ	+0	1	+	10825478	\N
ሕንፍሽፍሽ	+0	2	+	10827337	\N
ሕክምና	+0	6	+	10880802	\N
ሕክምናዊ	+0	3	+	10880355	\N
ሕዝኪ	+0	1	+	10863909	\N
ሕያዋይ	+0	2	+	10809337	\N
ሕይል	+0	1	+	10826888	\N
ሕድርትና	+0	1	+	10840276	\N
ሕጂ	+0	55	+	10820954	\N
ሕጂ'ውን	+0	4	+	10887127	\N
ሕጉሳት	+0	3	+	10893930	\N
ሕጉስ	+0	9	+	10835563	\N
ሕጉስን	+0	1	+	10848575	\N
ሕጊ	+0	9	+	10826713	\N
ሕጊ'ዚ	+0	1	+	10834033	\N
ሕጋዊ	+0	4	+	10838103	\N
ሕግታት	+0	4	+	10840394	\N
ሕጒስቲ'የ	+0	1	+	10896044	\N
ሕጡብ	+0	1	+	10891635	\N
ሕጺጽ	+0	1	+	10872716	\N
ሕጽረት	+0	1	+	10855360	\N
መሃንዲስ	+0	1	+	10818293	\N
መሃዝነት	+0	1	+	10827581	\N
መህደሚ	+0	1	+	10833606	\N
መለሰ	+0	2	+	10830915	\N
መለሰሉ	+0	1	+	10898378	\N
መለሳ	+0	1	+	10884456	\N
መሊሰዮ	+0	1	+	10835372	\N
መሊሱ	+0	2	+	10821365	\N
መሊስሳ	+0	1	+	10898535	\N
መሊኡ	+0	3	+	10825014	\N
መሊእካያ'ዶ	+0	1	+	10853286	\N
መላለዪ	+0	1	+	10886892	\N
መላእ	+0	7	+	10868879	\N
