32	0x20	 	3735927	4059116	fra	« Oh. Vous êtes vivantes ? » « Oui. Où est tout le monde ? » « J’sais pas. »	Danquebec	2015-04-10 22:37:09	2015-04-10 22:37:09
71	0x47	G	2435	11757033	fra	Gabriel s'est coupé la main avec une lame de rasoir.	Amastan	2023-05-12 11:37:26	2023-05-30 17:08:18
72	0x48	H	2701	1549483	fra	Hier, je suis allée au cinéma.	Aiji	2012-04-25 19:03:58	2017-10-08 09:24:32
73	0x49	I	68912	9984653	fra	Il a cassé un rayon.	Julien_PDC	2021-04-25 09:58:08	2021-04-25 09:58:08
74	0x4a	J	119026	8700386	fra	Je ne te conseille pas de faire comme moi.	Julien_PDC	2020-04-22 08:54:50	2020-04-22 08:54:50
75	0x4b	K	1794	11864609	fra	Vous n'avez pas emménagé à Kerrouche.	LdjuherTaqvaylit	2023-06-22 01:31:36	2023-06-22 01:31:36
76	0x4c	L	65376	12200244	fra	Le puits est sec.	hustledynamo	2023-12-08 11:45:04	2023-12-08 11:45:04
77	0x4d	M	29468	8747985	fra	« Quelqu'un peut t'engueuler, ce n'est peut-être pas ton ennemi ; un autre peut te secourir, sans qu'il soit un ami ; quand c'est de la bouse de vache qui te recouvre, tu pourrais au moins te faire plus discret. » C'est ce qu'a dit Muḥend-U-Yeḥya (MoḥYa), qu'il repose en paix, dans l'histoire qu'il a intitulée « L'oiseau ».	AmarMecheri	2020-05-08 23:09:22	2020-05-08 23:09:22
78	0x4e	N	33037	8315192	fra	Ne mangez pas avec vos doigts !	Julien_PDC	2019-11-10 14:34:06	2019-11-10 14:34:06
79	0x4f	O	13355	2439796	fra	On est toujours en train de pleurer les petites cuillères, dans cette maison.	sacredceltic	2013-05-18 19:50:05	2013-05-18 19:50:05
80	0x50	P	26036	1550337	fra	Papa et maman m'ont offert une bicyclette.	martin9	2012-04-26 11:54:18	2012-04-26 11:54:18
81	0x51	Q	19956	13012	fra	Quelle chance nous avons !	sacredceltic	\N	2011-06-03 16:24:03
82	0x52	R	6517	3643810	fra	Regarde le chien sauter !	sacredceltic	2014-11-19 13:35:21	2014-11-19 13:35:21
83	0x53	S	21126	11746682	fra	Yanni a déposé Skura à l'école.	Amastan	2023-05-08 07:28:56	2023-05-08 07:28:56
84	0x54	T	72084	481405	fra	Tu m'as fourni de bons conseils.	sacredceltic	2010-08-26 16:29:25	2010-08-26 16:29:25
85	0x55	U	7387	10608183	fra	Selon une étude de l’UNESCO (commencée en 1997 et dont le rapport fut diffusé en 2002), pas moins de 5500 langues sur 6000 disparaîtront d'ici un siècle et seront devenues des langues mortes au même titre que le latin et le grec ancien.	Igider	2022-01-05 16:08:24	2022-01-05 16:08:24
86	0x56	V	23274	7644344	fra	Vous vous appelez comment ?	felix63	2018-12-22 19:59:23	2018-12-22 19:59:23
87	0x57	W	592	1692885	fra	L'ordinateur de Tom est si vieux qu'il tourne encore sous Windows 98.	Scott	2012-07-14 18:24:00	2012-07-14 18:24:00
88	0x58	X	202	10335937	fra	Les dames peuvent être jouées sur un damier avec 64 (8X8) ou 100 (10X10) cases, alternativement claires et sombres.	carlosalberto	2021-10-02 13:27:25	2021-10-02 13:27:25
89	0x59	Y	2487	9472663	fra	Y es-tu déjà allé ?	Julien_PDC	2020-12-13 08:38:49	2020-12-13 08:38:49
90	0x5a	Z	2146	10803431	fra	Ziri pensait que ceci était dégoûtant.	Amastan	2022-05-04 13:47:42	2022-05-04 13:47:42
91	0x5b	[	11	8086668	fra	Bien entendu, le peuple ne veut pas de guerre. Pourquoi est-ce qu'un pauvre gueux dans une ferme voudrait risquer sa vie dans une guerre dont il ne peut espérer au mieux qu'il en reviendra entier ? Naturellement, le commun de la population ne veut pas de guerre ; ni en Russie, ni en Angleterre, ni en Amérique, ni, en ce qui nous concerne, en Allemagne. C'est bien entendu. Mais, après tout, ce sont les dirigeants d'un pays qui en déterminent les lignes d'action, et ce n'est jamais qu'une question simple que d'entraîner le peuple, que ce soit dans une démocratie, une dictature fasciste, un Parlement, ou une dictature communiste. [...] Le peuple peut toujours être converti à la cause des dirigeants. Cela est facile. Tout ce qu'il suffit de faire, c'est de leur dire qu'ils sont attaqués et dénoncer les pacifistes pour leur manque de patriotisme qui expose le pays au danger. Cela marche de la même manière dans tous les pays.	Micsmithel	2019-08-01 22:44:50	2019-08-01 22:44:50
93	0x5d	]	11	8723915	fra	Quand je reviendrai au pays [qui sait si ce virus nous laissera un répit ou nous assaillira encore], rappelle-toi de continuer ma traduction en kabyle, du texte français que j'ai déjà écrit sur le couscous; et que j'ai intitulé "Awer ifuṛ, awer yeṛdem". Nul doute que j'utiliserai ton texte lexical à bon escient pour que chaque kabyle, femme et homme, en soit fier. Alors, s'il te plaît, n'oublie pas !	AmarMecheri	2020-04-28 18:36:11	2020-04-28 18:36:11
94	0x5e	^	1	6137601	fra	La dérivée de x^2 (x carré) par rapport à x est 2x (deux x).	Selenyt	2017-06-08 20:17:03	\N
95	0x5f	_	17	588228	fra	Supposons maintenant que (a_n) soit une suite strictement décroissante qui converge vers a.	MUIRIEL	2010-10-27 00:45:49	2010-10-27 00:45:49
97	0x61	a	1472852	12260067	fra	La chemise que tu m'as offerte me va parfaitement.	lbdx	2024-01-09 12:23:36	2024-01-09 12:23:36
98	0x62	b	156764	128511	fra	Après le travail d'abattage que le patron a fait sur mes suggestions, je ne suis pas sûr de vouloir travailler encore longtemps ici.	Archibald	\N	2010-07-17 21:07:33
99	0x63	c	499439	909660	fra	Ces nouveaux véhicules sont en vente.	sacredceltic	2011-05-26 09:22:39	2011-05-26 09:22:39
100	0x64	d	570673	980486	fra	L'immigration de masse provenant de sociétés extra-européennes a donné lieu à une réaction xénophobe.	hundo	2011-07-07 20:50:56	2011-07-07 20:51:05
101	0x65	e	2787599	11430239	fra	L'urbanisme durable vise à minimiser l'impact de la ville sur l'environnement.	lbdx	2023-01-06 10:20:18	2023-01-06 10:20:18
102	0x66	f	185356	3349480	fra	Ne fais pas l'enfant, Thomas.	Blabla	2014-06-29 16:41:27	2014-06-29 16:41:27
103	0x67	g	156960	2743987	fra	Tom et Marie se sont regardés.	spiritofwonder	2013-09-16 23:35:36	2013-09-16 23:35:36
104	0x68	h	155291	11706254	fra	La cathédrale de Nantes est un monument emblématique de la ville.	Adrien_FR	2023-04-24 02:31:13	2023-04-24 02:31:13
105	0x69	i	1268671	138955	fra	Un homme qui ne tient pas ses promesses n'est pas crédible.	Micsmithel	\N	2018-04-13 00:14:38
106	0x6a	j	94757	1118924	fra	J'ai beaucoup de connaissances au sujet des problèmes environnementaux.	sacredceltic	2011-09-21 08:58:17	2011-09-21 08:58:17
107	0x6b	k	8208	822243	fra	Elle a confondu une tasse de thé avec une bouteille de vodka.	pandark	2011-04-03 08:41:16	2011-04-03 08:41:16
108	0x6c	l	959376	466116	fra	Comme la vie est étrange !	mamat	2010-08-17 14:58:04	2010-08-17 14:58:04
109	0x6d	m	551456	1080620	fra	Pardonne-moi d'avoir oublié de te téléphoner.	sacredceltic	2011-09-03 23:01:23	2011-09-03 23:01:23
110	0x6e	n	1266170	2584663	fra	J'en ai plus besoin que de toi.	sacredceltic	2013-07-11 16:42:28	2013-07-11 16:42:28
111	0x6f	o	1064389	1502592	fra	Le poisson rouge nage dans son bocal.	martin9	2012-03-25 13:47:24	2012-03-26 11:05:43
112	0x70	p	551159	1120415	fra	Tu n'as pas pris de précautions ?	alexmarcelo	2011-09-21 23:50:07	2011-09-21 23:50:17
113	0x71	q	190453	3422744	fra	Il n'était pas nécessaire que vous vous embêtiez autant juste pour moi.	sacredceltic	2014-08-12 12:12:37	2014-08-12 12:12:37
114	0x72	r	1187758	11870423	fra	Elle possède un jardin.	LdjuherTaqvaylit	2023-06-23 20:45:12	2023-06-23 20:45:12
115	0x73	s	1589050	4262144	fra	Désolé pour la mauvaise prononciation.	sak_sm	2015-06-08 09:35:40	2015-06-08 09:35:40
116	0x74	t	1237853	849666	fra	C'est tout juste bon à jeter aux chiens.	nimfeo	2011-04-22 18:34:49	2014-11-07 23:56:11
117	0x75	u	1210403	9752896	fra	Y a-t-il quelque chose qui ne va pas ?	Julien_PDC	2021-02-12 13:25:23	2021-02-12 13:25:23
118	0x76	v	356968	4215131	fra	Je suis actuellement en service.	sacredceltic	2015-05-22 19:47:06	2015-05-22 19:47:06
119	0x77	w	2154	3661764	fra	Le lac Towada est au nord du Japon.	THURET	2014-11-27 19:22:26	2016-07-28 07:17:29
120	0x78	x	72704	130162	fra	Il a eu des expériences variées.	hortusdei	2008-03-03 12:56:47	\N
121	0x79	y	52204	1585328	fra	Je n'ai pas les moyens de m'offrir ça.	nrms	2012-05-21 22:28:08	2012-05-21 22:28:08
122	0x7a	z	61409	2511352	fra	Vous pensez à autre chose.	Amastan	2013-06-20 12:30:08	2013-06-20 12:30:08
123	0x7b	{	1	10017985	fra	L'ensemble sans éléments est appelé l'ensemble vide et est noté comme {}.	Micsmithel	2021-05-09 13:53:39	2021-05-09 13:53:39
125	0x7d	}	1	10017985	fra	L'ensemble sans éléments est appelé l'ensemble vide et est noté comme {}.	Micsmithel	2021-05-09 13:53:39	2021-05-09 13:53:39
126	0x7e	~	1	181170	fra	Ma ville natale se situe à 10 miles (~16 km) au sud de New York.	Romira	2008-04-21 17:48:13	\N
160	0xa0	 	24406	10984147	fra	Facebook est tristement célèbre pour avoir contribué à inaugurer l'ère des « fausses nouvelles ».	lbdx	2022-07-12 10:26:17	2022-07-12 10:26:17
167	0xa7	§	5	1804459	fra	Les cinq articles de la vie : §1 Ne pense pas ! §2 Lorsque tu penses, ne parle pas ! §3 Lorsque tu parles, n'écris pas ! §4 Lorsque tu écris, ne signe pas ! §5 Lorsque tu signes, alors ne t'étonne pas !	sacredceltic	2012-08-29 10:42:19	2012-08-29 10:42:19
171	0xab	«	9402	11770872	fra	Si c'était vraiment notre langue, on aurait utilisé le « v ».	Jubaamrani	2023-05-18 03:08:36	2023-06-03 06:04:36
173	0xad	­	8	3008478	fra	Les commerçants locaux font des affaires en or­.	Blabla	2014-01-26 04:18:44	2014-01-26 04:18:44
176	0xb0	°	31	1006678	fra	J'ai écrit la phrase n° 777777 sur Tatoeba.	elgranjuego	2011-07-25 12:17:54	2011-07-25 12:17:54
178	0xb2	²	5	3522439	fra	Calcule la valeur de la fonction f(x) = x² pour x = 3.	sacredceltic	2014-09-27 13:54:38	2014-09-27 13:54:38
180	0xb4	´	4	12242285	fra	On n´est pas rendus.	sacredceltic	2023-12-31 00:26:46	2023-12-31 00:26:46
183	0xb7	·	1	12111175	fra	Tu es plus rusé que nous·	Tighra_tlelli	2023-10-17 07:46:35	2023-10-17 07:46:35
186	0xba	º	1	906178	fra	Assure-toi de prendre le bus nº2, et descends à la 21e rue.	Corvus	2011-05-24 08:58:45	2018-10-17 09:36:48
187	0xbb	»	9393	1182234	fra	L'expression « Guerre sainte » ne te paraît-elle pas ironique ?	sacredceltic	2011-10-17 23:06:52	2011-10-17 23:06:52
189	0xbd	½	2	11718243	fra	Dans la 12e partie du championnat du monde, Nepo était déjà en train de gagner et n'aurait alors plus eu besoin que d'une nulle pour le titre, mais dans un va-et-vient dramatique où les deux joueurs ont commis de graves erreurs, il a quand même laissé échapper la partie et a perdu - incroyablement amer pour lui. Ding, en revanche, a réussi à égaliser à 6½ : 6½.	carlosalberto	2023-04-27 17:10:39	2023-04-27 17:10:39
192	0xc0	À	3701	9752633	fra	À la maison, c'est Liisa qui fait la loi.	lbdx	2021-02-12 09:55:57	2021-02-12 09:55:57
193	0xc1	Á	2	1330946	fra	Pedro Álvares Cabral est considéré comme celui qui a découvert le Brésil.	Scott	2011-12-30 20:29:38	2011-12-30 23:40:38
194	0xc2	Â	35	2423589	fra	La langue latine, au Moyen-Âge, a provisoirement garanti l'égalité linguistique dans les domaines religieux, culturels et scientifiques.	nimfeo	2013-05-07 21:09:52	2013-05-07 21:09:52
198	0xc6	Æ	1	3835978	fra	Il y avait, en ces temps-là, un roi du nom de Æthelberht de Kent, et il était puissant.	gorgmah	2015-02-02 23:02:03	2018-09-09 14:51:35
199	0xc7	Ç	4256	3364227	fra	Ça va te faire du bien d'aller à la campagne.	Blabla	2014-07-06 20:12:00	2014-07-06 20:12:00
200	0xc8	È	19	10729603	fra	Adolf et Ève étudient à Cambridge.	Fenrir	2022-03-22 10:35:57	2023-05-25 12:07:51
201	0xc9	É	2749	10344392	fra	Écrivez droit !	Julien_PDC	2021-10-05 12:11:33	2021-10-05 12:11:33
202	0xca	Ê	1535	3526705	fra	Êtes-vous sûre de n'avoir rien oublié ?	sacredceltic	2014-09-29 23:52:14	2014-09-29 23:52:14
206	0xce	Î	3	11168396	fra	Libérez l'Île de la Tortue !	shekitten	2022-10-10 17:04:54	2022-10-10 17:04:59
209	0xd1	Ñ	1	2346432	fra	Nenwë est un Ñoldor.	MartinShadock	2013-03-29 23:15:30	2013-03-29 23:15:30
212	0xd4	Ô	89	1991234	fra	Ôte ton chapeau !	sacredceltic	2012-11-08 19:51:50	2012-11-08 19:51:50
223	0xdf	ß	5	1074521	fra	Le ß ne figure pas sur le clavier suisse.	sacredceltic	2011-08-31 10:11:38	2011-08-31 10:11:38
224	0xe0	à	86455	5626901	fra	Tom est couché sur le canapé à regarder la télé.	Aiji	2016-11-21 09:51:12	2016-11-21 09:51:12
225	0xe1	á	26	9178119	fra	Les ministres de la défense des pays concernés étaient réunis à Visegrád, en Hongrie.	Micsmithel	2020-10-22 16:31:43	2020-10-22 16:31:43
226	0xe2	â	8184	8457615	fra	« Quel âge avez-vous ? » « J'ai 23 ans. »	Aiji	2020-01-16 13:06:17	2020-01-16 13:06:17
227	0xe3	ã	17	6106418	fra	Marie demeura à São Paulo jusqu'à la mort de son père.	sicerabibax	2017-05-27 09:09:03	\N
228	0xe4	ä	8	9942249	fra	L'alphabet slovaque se compose de 46 lettres : a, á, ä, b, c, č, d, ď, dz, dž, e, é, f, g, h, ch, i, í, j, k, l, ĺ, ľ, m, n, ň, o, ó, ô, p, q, r, ŕ, s, š, t, ť, u, ú, v, w, x, y, ý, z, ž.	Adelpa	2021-04-07 13:47:44	2021-04-07 14:02:00
230	0xe6	æ	12	3029569	fra	Je ne m’inquiète que très peu de mon curriculum vitæ, mais je dois m’occuper plus de ma vie.	MartinShadock	2014-02-04 16:28:06	2014-02-04 16:28:06
231	0xe7	ç	20430	4200733	fra	Ils ont même prénommé leur garçon en ton honneur.	sacredceltic	2015-05-18 15:04:12	2015-05-18 15:04:12
232	0xe8	è	64405	12254753	fra	Les gens de l’hémisphère nord sont plus riches que ceux du sud.	Rovo	2024-01-06 16:29:54	2024-01-06 16:29:54
233	0xe9	é	351716	1563165	fra	Il est inconcevable que vous parliez au téléphone tandis que vous êtes derrière le volant.	sacredceltic	2012-05-05 16:15:05	2012-05-05 16:15:05
234	0xea	ê	42692	8107339	fra	Tu as une bonne chance d'être choisi.	Aiji	2019-08-14 13:47:45	2019-08-14 13:47:45
235	0xeb	ë	1625	9554538	fra	Ils ont passé Noël avec leurs familles.	Julien_PDC	2020-12-29 09:32:48	2020-12-29 09:32:48
237	0xed	í	13	12155286	fra	Tom s'est converti à la foi bahá'íe.	Rovo	2023-11-10 17:35:06	2023-11-10 17:35:06
238	0xee	î	9713	10432262	fra	J'ai rencontré Sherie le 23 septembre 2021 dans la ruelle sur l'île Lulu. Elle a du sang amérindien cri et français. Elle a de fausses dents de vampire parce qu'elle est gothique. Je plaisante en disant que sa saison d'Halloween préférée approche. Nous convenons que Halloween, aujourd'hui, est triste pour les enfants en raison de la pandémie.	nonong	2021-10-21 04:45:22	2021-10-21 05:42:06
239	0xef	ï	1512	12122551	fra	J'ai un cancer de la thyroïde.	Rovo	2023-10-22 19:21:30	2023-10-22 19:21:30
240	0xf0	ð	1	8615433	fra	Le rúgbrauð est un pain islandais à base de farine de seigle.	Blabla	2020-03-15 20:20:17	2020-03-15 20:20:17
241	0xf1	ñ	5	2692800	fra	Les mots espagnols « cigüeña » (cigogne), « pingüino » (pingouin) et « vergüenza » (honte) ont des trémas.	Anthaus	2013-08-22 09:59:07	2018-08-26 06:29:26
242	0xf2	ò	1	405847	fra	À chaque fois lors de la fête des bateaux dragons, maman me prépare des zòngzis pour manger.	sysko	2010-06-16 17:06:52	2010-06-16 17:06:52
243	0xf3	ó	9	10475200	fra	Si le génie des échecs du XVIe siècle était l'espagnol Ruy López, et que le personnage principal des échecs du XVIIe siècle était joué par l'italien Greco, la star incontestée du XVIIIe siècle dans le domaine de Caissa était le Français Philidor.	carlosalberto	2021-10-31 23:42:17	2021-10-31 23:42:17
244	0xf4	ô	9133	11319059	fra	« Je me suis assis à côté de Tom. » « Je ne te crois pas. »	Micsmithel	2022-12-11 16:36:02	2022-12-11 16:36:02
246	0xf6	ö	25	965323	fra	Quel est le volume d'une barrique de vin de Gönc ?	sacredceltic	2011-06-29 10:53:09	2011-06-29 10:53:09
248	0xf8	ø	6	3557978	fra	Ole Einar Bjørndalen a gagné 13 médailles olympiques.	Lebensfreude	2014-10-14 17:48:06	2014-10-14 17:48:11
249	0xf9	ù	7869	1328905	fra	La police ignore où se cachent les criminels.	Scott	2011-12-29 22:35:58	2011-12-29 22:35:58
250	0xfa	ú	5	9977211	fra	La journée internationale des échecs est célébrée le 19 novembre de chaque année, car à cette date est né José Raúl Capablanca, l'un des plus grands joueurs d'échecs de tous les temps.	carlosalberto	2021-04-21 23:21:04	2021-04-21 23:21:04
251	0xfb	û	7679	11054006	fra	Je ne suis pas sûr qu'on puisse leur faire confiance.	lbdx	2022-08-11 05:56:57	2022-08-11 05:56:57
252	0xfc	ü	57	980619	fra	J'attends toujours le paiement de la gageüre.	U2FS	2011-07-07 22:10:08	2011-07-07 22:10:08
253	0xfd	ý	1	9942249	fra	L'alphabet slovaque se compose de 46 lettres : a, á, ä, b, c, č, d, ď, dz, dž, e, é, f, g, h, ch, i, í, j, k, l, ĺ, ľ, m, n, ň, o, ó, ô, p, q, r, ŕ, s, š, t, ť, u, ú, v, w, x, y, ý, z, ž.	Adelpa	2021-04-07 13:47:44	2021-04-07 14:02:00
255	0xff	ÿ	1	8746368	fra	Il habite à L'Haÿ-les-Roses.	Julien_PDC	2020-05-08 07:01:39	2020-05-08 07:01:39
257	0x101	ā	4	6460330	fra	Singapour se nomme « Xīnjiāpō » en chinois.	GB3	2017-11-12 14:08:25	2017-11-12 14:08:25
259	0x103	ă	1	11572063	fra	Les martenitsi/mărțișoare sont le symbole du printemps.	Rovo	2023-03-02 10:55:23	2023-03-02 10:55:23
264	0x108	Ĉ	1	897136	fra	Nous écrivons Çorum "Ĉorum" en espéranto.	nimfeo	2011-05-17 22:39:14	2014-10-06 20:45:28
265	0x109	ĉ	1	1440633	fra	L’alphabet de l'espéranto comprend vingt huit lettres : a, b, c, ĉ, d, e, f, g, ĝ, h, ĥ, i, j, ĵ, k, l, m, n, o, p, r, s, ŝ, t, u, ŭ, v, z.	martin9	2012-02-17 14:09:57	2012-02-17 14:09:57
269	0x10d	č	2	9942249	fra	L'alphabet slovaque se compose de 46 lettres : a, á, ä, b, c, č, d, ď, dz, dž, e, é, f, g, h, ch, i, í, j, k, l, ĺ, ľ, m, n, ň, o, ó, ô, p, q, r, ŕ, s, š, t, ť, u, ú, v, w, x, y, ý, z, ž.	Adelpa	2021-04-07 13:47:44	2021-04-07 14:02:00
271	0x10f	ď	1	9942249	fra	L'alphabet slovaque se compose de 46 lettres : a, á, ä, b, c, č, d, ď, dz, dž, e, é, f, g, h, ch, i, í, j, k, l, ĺ, ľ, m, n, ň, o, ó, ô, p, q, r, ŕ, s, š, t, ť, u, ú, v, w, x, y, ý, z, ž.	Adelpa	2021-04-07 13:47:44	2021-04-07 14:02:00
275	0x113	ē	1	1175977	fra	Andris Bērziņš va devenir le nouveau président de la Lettonie.	Sibelius	2011-10-14 15:01:40	2011-10-14 15:01:40
